"id:ID","uuid","cl","cli","term_uri","notation","pref_label"
"999","e7f87399-0fda-4fda-a5ff-538cbedc322c","C71620","C48508","https://ct.d4k.dk/cdisc/dataset/sc/2016-12-16/sdtm/C71620/C48508","umol/L","Micromole per Liter"
"1000","2f29ae3e-9263-4f54-ace1-9f24c4b6086d","C66742","C49487","https://ct.d4k.dk/cdisc/dataset/sc/2017-09-29/protocol/C66742/C49487","N","No"
"1001","bebdf13d-beb2-4f2b-b018-70943cb33bca","C66742","C49488","https://ct.d4k.dk/cdisc/dataset/sc/2017-09-29/protocol/C66742/C49488","Y","Yes"
"1002","852f07d3-9c34-4812-a76c-47c442cdb742","C65047","C64467","https://ct.d4k.dk/cdisc/dataset/sc/2010-07-02/sdtm/C65047/C64467","AST","Aspartate Aminotransferase Measurement"
"1003","32cbec30-3778-4fc4-a7b2-095459dc34e6","C71620","C42576","https://ct.d4k.dk/cdisc/dataset/sc/2014-12-19/sdtm/C71620/C42576","g/L","Kilogram per Cubic Meter"
"1004","8a288a43-61d0-483c-bcad-805761d39837","C71620","C64783","https://ct.d4k.dk/cdisc/dataset/sc/2011-12-09/sdtm/C71620/C64783","g/dL","Gram per Deciliter"
"1005","c31aa441-cafb-47f7-87af-1595c56d65a8","C71620","C67015","https://ct.d4k.dk/cdisc/dataset/sc/2011-12-09/sdtm/C71620/C67015","mg/dL","Milligram per Deciliter"
"1006","01db5024-d997-4362-b3a3-e925db2b344a","C71620","C64572","https://ct.d4k.dk/cdisc/dataset/sc/2014-12-19/sdtm/C71620/C64572","mg/L","Microgram per Milliliter"
"1007","82387e2d-d0e7-4648-a17e-757933053510","C66742","C49487","https://ct.d4k.dk/cdisc/dataset/sc/2017-09-29/protocol/C66742/C49487","N","No"
"1008","01f4f915-74fc-4253-b2df-b5643d010bc8","C66742","C49488","https://ct.d4k.dk/cdisc/dataset/sc/2017-09-29/protocol/C66742/C49488","Y","Yes"
"1009","541a9771-7b9e-4e06-acd9-e12f6d099f86","C65047","C64547","https://ct.d4k.dk/cdisc/dataset/sc/2010-04-08/sdtm/C65047/C64547","CREAT","Creatinine Measurement"
"1010","c94a0dd0-5449-4b95-9a7d-d0031f6a8e7d","C71620","C67015","https://ct.d4k.dk/cdisc/dataset/sc/2011-12-09/sdtm/C71620/C67015","mg/dL","Milligram per Deciliter"
"1011","2a23e088-742a-4808-af80-2bd47b0fc2d2","C71620","C64572","https://ct.d4k.dk/cdisc/dataset/sc/2014-12-19/sdtm/C71620/C64572","mg/L","Microgram per Milliliter"
"1012","1e675876-657d-4aaa-a65b-dfb45ee4e7ac","C71620","C64387","https://ct.d4k.dk/cdisc/dataset/sc/2014-12-19/sdtm/C71620/C64387","mmol/L","Millimole per Liter"
"1013","4be2e154-c870-4244-bf59-578f2cdc8dc9","C71620","C48508","https://ct.d4k.dk/cdisc/dataset/sc/2016-12-16/sdtm/C71620/C48508","umol/L","Micromole per Liter"
"1014","2beaef86-beaa-4717-9de1-a5e0d7180ad4","C66742","C49487","https://ct.d4k.dk/cdisc/dataset/sc/2017-09-29/protocol/C66742/C49487","N","No"
"1015","9f6659c2-8496-4616-b42c-75acd5028be1","C66742","C49488","https://ct.d4k.dk/cdisc/dataset/sc/2017-09-29/protocol/C66742/C49488","Y","Yes"
"1016","58d7eb39-a3d2-4dff-b5b7-fce92ecdb99e","C65047","C64467","https://ct.d4k.dk/cdisc/dataset/sc/2010-07-02/sdtm/C65047/C64467","AST","Aspartate Aminotransferase Measurement"
"1017","5235dfb0-7e32-4f8d-9055-dcb2a2eed682","C71620","C67456","https://ct.d4k.dk/cdisc/dataset/sc/2020-09-25/sdtm/C71620/C67456","U/L","Unit per Liter"
"1018","910966b4-f1db-4bf7-8b89-ee0db6b32b34","C71620","C67397","https://ct.d4k.dk/cdisc/dataset/sc/2010-04-08/sdtm/C71620/C67397","ukat/L","Microkatal per Liter"
"1019","13ad0ec7-0b4f-43c4-a23c-1a92ce59e1d6","C71620","C67376","https://ct.d4k.dk/cdisc/dataset/sc/2014-12-19/sdtm/C71620/C67376","IU/L","International Unit per Liter"
"1020","82c4f74d-770c-49a6-8dea-705c8586f3b4","C66742","C49487","https://ct.d4k.dk/cdisc/dataset/sc/2017-09-29/protocol/C66742/C49487","N","No"
"1021","11ce32ba-ea9b-467f-af3a-ae64dd5e89e7","C66742","C49488","https://ct.d4k.dk/cdisc/dataset/sc/2017-09-29/protocol/C66742/C49488","Y","Yes"
"1022","3ad6fe13-2c8d-45fb-866f-b5fbcd7a0ebe","C66741","C100948","https://ct.d4k.dk/cdisc/dataset/sc/2012-03-23/sdtm/C66741/C100948","WSTCIR","Waist Circumference"
"1023","63f7d91b-9cd3-4deb-a956-fccb1f1dc76c","C66770","C49668","https://ct.d4k.dk/cdisc/dataset/sc/2013-04-12/sdtm/C66770/C49668","cm","Centimeter"
"1024","89208448-e077-4699-b21a-d3b45519228a","C71620","C49668","https://ct.d4k.dk/cdisc/dataset/sc/2013-04-12/sdtm/C71620/C49668","cm","Centimeter"
"1025","3ea04c2d-cbc7-45c1-869a-1686aeb0dbe9","C71620","C48500","https://ct.d4k.dk/cdisc/dataset/sc/2014-12-19/sdtm/C71620/C48500","in","Inch"
"1026","e75104e6-62a5-4c55-9c0e-db9213bd4736","C66770","C48500","https://ct.d4k.dk/cdisc/dataset/sc/2014-12-19/sdtm/C66770/C48500","in","Inch"
"1027","7a8b6077-e542-4780-b51f-89ebdc92c937","C71620","C28251","https://ct.d4k.dk/cdisc/dataset/sc/2011-07-22/sdtm/C71620/C28251","mm","Millimeter"
"1028","c96d13c8-8a76-4c2b-89c4-dd123b59acb0","C66770","C28251","https://ct.d4k.dk/cdisc/dataset/sc/2014-06-27/sdtm/C66770/C28251","mm","Millimeter"
"1029","c4ae328d-03fa-4f28-815c-b991dd578767","C65047","C64848","https://ct.d4k.dk/cdisc/dataset/sc/2017-06-30/sdtm/C65047/C64848","HGB","Hemoglobin Measurement"
"1030","fe205c65-7ea3-40fa-96ae-4f2a695f8c7b","C71620","C64783","https://ct.d4k.dk/cdisc/dataset/sc/2011-12-09/sdtm/C71620/C64783","g/dL","Gram per Deciliter"
"1031","5fe85636-5d17-4192-b58f-0d8e495b260d","C71620","C42576","https://ct.d4k.dk/cdisc/dataset/sc/2014-12-19/sdtm/C71620/C42576","g/L","Kilogram per Cubic Meter"
"1032","72e841e3-febe-4b23-8ae5-22201d897773","C71620","C67015","https://ct.d4k.dk/cdisc/dataset/sc/2011-12-09/sdtm/C71620/C67015","mg/dL","Milligram per Deciliter"
"1033","7dcc4f1a-6e3e-4155-9e55-0eea0127935c","C66742","C49487","https://ct.d4k.dk/cdisc/dataset/sc/2017-09-29/protocol/C66742/C49487","N","No"
"1034","4bfeb02e-84a6-448e-817e-cbb1e89e4a71","C66742","C49488","https://ct.d4k.dk/cdisc/dataset/sc/2017-09-29/protocol/C66742/C49488","Y","Yes"
"1035","1776e00c-cee2-48af-a03c-f20d9d37aa2f","C65047","C64848","https://ct.d4k.dk/cdisc/dataset/sc/2017-06-30/sdtm/C65047/C64848","HGB","Hemoglobin Measurement"
"1036","5eb7d65e-d0d3-47b1-ac8f-bab9c0744d8b","C71620","C64783","https://ct.d4k.dk/cdisc/dataset/sc/2011-12-09/sdtm/C71620/C64783","g/dL","Gram per Deciliter"
"1037","66867b0b-001a-4aa7-93c3-f6010d6c9ab9","C71620","C42576","https://ct.d4k.dk/cdisc/dataset/sc/2014-12-19/sdtm/C71620/C42576","g/L","Kilogram per Cubic Meter"
"1038","d14db360-9cc8-4575-9d5e-92d3c3fa8336","C71620","C67015","https://ct.d4k.dk/cdisc/dataset/sc/2011-12-09/sdtm/C71620/C67015","mg/dL","Milligram per Deciliter"
"1039","396eac98-32ce-41d9-a829-f3ea1771b393","C66742","C49487","https://ct.d4k.dk/cdisc/dataset/sc/2017-09-29/protocol/C66742/C49487","N","No"
"1040","443c0108-2cfa-4e57-8338-20614a21fdc6","C66742","C49488","https://ct.d4k.dk/cdisc/dataset/sc/2017-09-29/protocol/C66742/C49488","Y","Yes"
"1041","4ed53011-3f6e-4044-9499-b29520ff5f84","C66741","C49680","https://ct.d4k.dk/cdisc/dataset/sc/2010-04-08/sdtm/C66741/C49680","FRMSIZE","Body Frame Size"
"1042","78429e37-af86-4914-a5dd-02df0ea815e3","C66733","C25376","https://ct.d4k.dk/cdisc/dataset/sc/2010-04-08/sdtm/C66733/C25376","SMALL","Small"
"1043","20cfd2ad-3f4b-484c-b4ee-337fe25d7598","C66733","C49507","https://ct.d4k.dk/cdisc/dataset/sc/2010-04-08/sdtm/C66733/C49507","MEDIUM","Medium"
"1044","30a6c548-d042-443e-9525-7cefa0dadae1","C66733","C49508","https://ct.d4k.dk/cdisc/dataset/sc/2010-04-08/sdtm/C66733/C49508","LARGE","Large"
"1045","bce8d4b2-d619-4e86-b600-fbf1e571617b","C65047","C64432","https://ct.d4k.dk/cdisc/dataset/sc/2010-04-08/sdtm/C65047/C64432","ALP","Alkaline Phosphatase Measurement"
"1046","85ab195f-b649-40b3-b23d-256e780663a5","C71620","C67456","https://ct.d4k.dk/cdisc/dataset/sc/2020-09-25/sdtm/C71620/C67456","U/L","Unit per Liter"
"1047","d5ab56a5-3c9e-41b0-8aaf-205942bfcf9a","C71620","C67397","https://ct.d4k.dk/cdisc/dataset/sc/2010-04-08/sdtm/C71620/C67397","ukat/L","Microkatal per Liter"
"1048","eb120ebc-1dfd-432f-8f98-123f0af2b99b","C71620","C67376","https://ct.d4k.dk/cdisc/dataset/sc/2014-12-19/sdtm/C71620/C67376","IU/L","International Unit per Liter"
"1049","b40ec575-7379-4a2d-b8d3-938936e566a5","C66742","C49487","https://ct.d4k.dk/cdisc/dataset/sc/2017-09-29/protocol/C66742/C49487","N","No"
"1050","1589ae1f-fcd1-43cb-8964-31265b2627b0","C66742","C49488","https://ct.d4k.dk/cdisc/dataset/sc/2017-09-29/protocol/C66742/C49488","Y","Yes"
"1051","e08d739f-5928-447d-b0fc-d940a951cb99","C65047","C64853","https://ct.d4k.dk/cdisc/dataset/sc/2010-04-08/sdtm/C65047/C64853","K","Potassium Measurement"
"1052","b0ec5c89-5672-48a3-9a04-5a6fa1bf2e7d","C71620","C67474","https://ct.d4k.dk/cdisc/dataset/sc/2011-06-10/sdtm/C71620/C67474","mEq/L","Milliequivalent per Liter"
"1053","b5ada61e-8002-4a37-93c1-4767a6f08b41","C71620","C67473","https://ct.d4k.dk/cdisc/dataset/sc/2013-12-20/sdtm/C71620/C67473","mEq/dL","Milliequivalent per Deciliter"
"1054","483072cc-531e-439a-b152-d3d7f6cc5ac3","C71620","C64387","https://ct.d4k.dk/cdisc/dataset/sc/2014-12-19/sdtm/C71620/C64387","mmol/L","Millimole per Liter"
"1055","65e3f473-f901-40a4-a00d-443c688475c7","C66742","C49487","https://ct.d4k.dk/cdisc/dataset/sc/2017-09-29/protocol/C66742/C49487","N","No"
"1056","d25be9b6-fad2-4ce5-bebb-0a6a5f932d04","C66742","C49488","https://ct.d4k.dk/cdisc/dataset/sc/2017-09-29/protocol/C66742/C49488","Y","Yes"
